pitcher,player_name,pitch_pct_CH,pitch_pct_CU,pitch_pct_FF,pitch_pct_SL,pitch_pct_FC,pitch_pct_SI,pitch_pct_ST,pitch_pct_SV,pitch_pct_FS,pitch_pct_KC,pitch_pct_KN,pitch_pct_PO,avg_speed_CH,avg_speed_CU,avg_speed_FF,avg_speed_SL,avg_speed_FC,avg_speed_SI,avg_speed_ST,avg_speed_SV,avg_speed_FS,avg_speed_KC,avg_speed_KN,avg_speed_PO,avg_spin_CH,avg_spin_CU,avg_spin_FF,avg_spin_SL,avg_spin_FC,avg_spin_SI,avg_spin_ST,avg_spin_SV,avg_spin_FS,avg_spin_KC,avg_spin_KN,avg_spin_PO,avg_pfx_x_CH,avg_pfx_x_CU,avg_pfx_x_FF,avg_pfx_x_SL,avg_pfx_x_FC,avg_pfx_x_SI,avg_pfx_x_ST,avg_pfx_x_SV,avg_pfx_x_FS,avg_pfx_x_KC,avg_pfx_x_KN,avg_pfx_x_PO,avg_pfx_z_CH,avg_pfx_z_CU,avg_pfx_z_FF,avg_pfx_z_SL,avg_pfx_z_FC,avg_pfx_z_SI,avg_pfx_z_ST,avg_pfx_z_SV,avg_pfx_z_FS,avg_pfx_z_KC,avg_pfx_z_KN,avg_pfx_z_PO,cluster,cluster_name
605155,"Brewer, Colten",0,21.25,40,30,5,1.25,2.5,0,0,0,0,0,0,80.72941176470589,93.659375,85.8875,91.05,92.9,82.3,0,0,0,0,0,0,2828,2225.40625,2520.5833333333335,2402.5,2225,2629,0,0,0,0,0,0,1.2147058823529413,-0.3071875,0.4008333333333333,0.325,-1.27,0.9,0,0,0,0,0,0,-1.4305882352941177,1.0934375,0.17375000000000002,0.5775,0.72,0.11499999999999999,0,0,0,0,0,3,Power Fastball Pitchers
605288,"Houser, Adrian",6.741573033707865,8.98876404494382,14.606741573033707,19.101123595505616,0,50.56179775280899,0,0,0,0,0,0,82.55,77.5,91.51538461538462,81.48823529411764,0,91.35777777777778,0,0,0,0,0,0,1379.8333333333333,1893.625,2037.076923076923,2049.9411764705883,0,1955.5111111111112,0,0,0,0,0,0,-1.2183333333333333,0.7925,-0.7061538461538461,0.4758823529411765,0,-1.4077777777777778,0,0,0,0,0,0,0.05166666666666667,-1.01625,1.3184615384615384,0.06294117647058824,0,0.7011111111111111,0,0,0,0,0,0,4,Balanced Arsenal
605397,"Musgrove, Joe",13.333333333333334,13.333333333333334,27.77777777777778,0,12.222222222222221,5.555555555555555,27.77777777777778,0,0,0,0,0,87.05833333333334,80.06666666666666,92.468,0,90.50909090909092,92.18,81.604,0,0,0,0,0,2032.1666666666667,2741.0833333333335,2618.88,0,2624.6363636363635,2468.4,2822.28,0,0,0,0,0,-1.4066666666666667,0.8875,-0.5464,0,0.017272727272727273,-0.724,1.4264,0,0,0,0,0,0.21333333333333335,-1.3366666666666667,1.282,0,1.0618181818181818,0.442,-0.5144,0,0,0,0,0,4,Balanced Arsenal
605400,"Nola, Aaron",13.20754716981132,0,17.92452830188679,0,9.433962264150944,31.132075471698112,0,0,0,28.30188679245283,0,0,85.85714285714286,0,91.83157894736843,0,87.28,91.02424242424243,0,0,0,79.18333333333334,0,0,1519.7142857142858,0,2229.4210526315787,0,2237.3,2165.242424242424,0,0,0,2543.3333333333335,0,0,-1.44,0,-1.0978947368421053,0,-0.125,-1.533939393939394,0,0,0,1.103,0,0,0.30785714285714283,0,1.2073684210526316,0,0.738,0.6775757575757576,0,0,0,-0.936,0,0,4,Balanced Arsenal
605452,"Ross, Joe",13.131313131313133,1.0101010101010102,29.292929292929294,28.28282828282828,0,28.28282828282828,0,0,0,0,0,0,90.16153846153846,82.5,94.18620689655172,86.81071428571428,0,94.93571428571428,0,0,0,0,0,0,1678.1538461538462,2188,2166.2758620689656,2009.607142857143,0,2194.5,0,0,0,0,0,0,-1.386923076923077,0.32,-0.42931034482758623,0.26785714285714285,0,-1.2028571428571428,0,0,0,0,0,0,0.4907692307692308,-0.42,1.1951724137931035,0.3003571428571429,0,0.7664285714285715,0,0,0,0,0,0,4,Balanced Arsenal
605513,"Turnbull, Spencer",7.792207792207792,11.03896103896104,35.714285714285715,12.337662337662337,0,10.38961038961039,22.727272727272727,0,0,0,0,0,86.89999999999999,79.5,91.86545454545454,84.29473684210527,0,92.58125,83.90285714285714,0,0,0,0,0,1905.0833333333333,2742.8823529411766,2473.3454545454547,2675.7894736842104,0,2241.5625,2679.714285714286,0,0,0,0,0,-1.5883333333333334,1.0505882352941176,-0.09509090909090907,0.7152631578947368,0,-1.210625,0.9794285714285714,0,0,0,0,0,-0.004999999999999996,-1.2,0.8961818181818182,0.43,0,0.5475,0.6542857142857142,0,0,0,0,0,4,Balanced Arsenal
606160,"Montero, Rafael",26.785714285714285,0,51.78571428571429,5.357142857142857,0,16.071428571428573,0,0,0,0,0,0,90.57333333333334,0,95.04482758620689,86.3,0,94.52222222222223,0,0,0,0,0,0,2030,0,2376.137931034483,2348.3333333333335,0,2225,0,0,0,0,0,0,-1.3546666666666667,0,-0.8579310344827586,0.66,0,-1.2722222222222221,0,0,0,0,0,0,0.4046666666666667,0,1.3379310344827586,0.12333333333333335,0,0.5744444444444444,0,0,0,0,0,0,4,Balanced Arsenal
606930,"Barnes, Jacob",0,0,49.2063492063492,1.5873015873015872,49.2063492063492,0,0,0,0,0,0,0,0,0,95.01290322580645,81.3,89.2,0,0,0,0,0,0,0,0,0,2491.7096774193546,2120,2404.0967741935483,0,0,0,0,0,0,0,0,0,-0.17709677419354838,0.49,0.4567741935483871,0,0,0,0,0,0,0,0,0,1.4896774193548388,-0.04,0.6380645161290323,0,0,0,0,0,0,0,3,Power Fastball Pitchers
607067,"Rea, Colin",0,6.976744186046512,15.11627906976744,0,26.744186046511626,27.906976744186046,15.11627906976744,0,8.13953488372093,0,0,0,0,78.63333333333333,93.53076923076922,0,87.9304347826087,92.97083333333333,81.5923076923077,0,86.64285714285714,0,0,0,0,2145.3333333333335,2234.4615384615386,0,2238.1304347826085,2201,2230.6153846153848,0,1484.7142857142858,0,0,0,0,0.8333333333333334,-0.4846153846153846,0,0.19608695652173913,-1.18625,1.2353846153846153,0,-1.25,0,0,0,0,-0.7883333333333333,1.2684615384615385,0,0.59,0.75625,-0.1946153846153846,0,0.38571428571428573,0,0,0,3,Power Fastball Pitchers
607074,"Rodón, Carlos",10.75268817204301,2.1505376344086025,52.68817204301075,26.881720430107524,7.526881720430108,0,0,0,0,0,0,0,84.74,80.5,95.0265306122449,86.784,91.42857142857143,0,0,0,0,0,0,0,1600.9,2702.5,2434.673469387755,2683.68,2428.285714285714,0,0,0,0,0,0,0,1.006,-0.54,0.6887755102040817,-0.5928,0.07714285714285714,0,0,0,0,0,0,0,0.333,-0.88,1.4840816326530613,-0.0828,0.9528571428571428,0,0,0,0,0,0,0,4,Balanced Arsenal
607179,"Weems, Jordan",0,0,54.90196078431373,39.21568627450981,0,0,0,0,5.88235294117647,0,0,0,0,0,95.67142857142858,86.395,0,0,0,0,87.06666666666666,0,0,0,0,0,2074.6428571428573,2149.05,0,0,0,0,1226.3333333333333,0,0,0,0,0,-0.6428571428571429,0.4305,0,0,0,0,-0.8866666666666666,0,0,0,0,0,1.4735714285714285,0.0535,0,0,0,0,0.6666666666666666,0,0,0,3,Power Fastball Pitchers
607192,"Glasnow, Tyler",0,15.789473684210526,69.47368421052632,12.631578947368421,0,2.1052631578947367,0,0,0,0,0,0,0,84.86,96.36060606060606,91.45833333333333,0,97.6,0,0,0,0,0,0,0,2785.866666666667,2569.9848484848485,2714.25,0,2643.5,0,0,0,0,0,0,0,0.13466666666666666,-0.05651515151515151,0.2708333333333333,0,-0.96,0,0,0,0,0,0,0,-0.8326666666666667,1.4548484848484848,0.2975,0,1.35,0,0,0,0,0,0,4,Balanced Arsenal
607200,"Fedde, Erick",6.481481481481481,0,0.9259259259259258,0,22.22222222222222,22.22222222222222,48.148148148148145,0,0,0,0,0,88.07142857142857,0,94,0,89.94583333333334,93.22083333333333,83.06538461538462,0,0,0,0,0,1694.5714285714287,0,2092,0,2126.0416666666665,2000.5833333333333,2330.0384615384614,0,0,0,0,0,-0.71,0,-0.12,0,0.39958333333333335,-0.4925,1.2315384615384615,0,0,0,0,0,0.19285714285714287,0,1.19,0,0.51,0.6604166666666667,0.15596153846153846,0,0,0,0,0,4,Balanced Arsenal
607259,"Martinez, Nick",14.97005988023952,18.562874251497004,14.97005988023952,11.377245508982035,19.16167664670659,20.958083832335326,0,0,0,0,0,0,79.104,80.82903225806452,92.248,84.63684210526316,87.93125,91.58857142857143,0,0,0,0,0,0,2212.68,2609.516129032258,2394,2442.842105263158,2397.03125,2374.4857142857145,0,0,0,0,0,0,-1.2768,-0.01064516129032258,-0.3884,0.11473684210526316,0.22625,-1.1171428571428572,0,0,0,0,0,0,0.6108,-1.2961290322580645,1.5912,0.2189473684210526,0.81625,1.2462857142857142,0,0,0,0,0,0,4,Balanced Arsenal
607625,"Lugo, Seth",3.8834951456310676,15.53398058252427,23.300970873786408,5.825242718446602,4.854368932038835,21.35922330097087,10.679611650485436,9.70873786407767,4.854368932038835,0,0,0,87.45,79.0625,92.19583333333333,86.73333333333333,91.32,92.62272727272727,82.7,78.19,85.62,0,0,0,1698.75,3317.1875,2332.1666666666665,2622.1666666666665,2401.2,2395.909090909091,2727.2727272727275,3152,1288,0,0,0,-1.495,1.3131249999999999,-0.6208333333333333,0.22166666666666668,-0.11800000000000001,-1.4422727272727274,1.0045454545454546,1.519,-1.056,0,0,0,0.535,-1.39875,1.4525000000000001,0.405,0.998,0.8309090909090909,0.4709090909090909,-0.756,0.602,0,0,0,3,Power Fastball Pitchers
608331,"Fried, Max",13,23,47,4,6,7.000000000000001,0,0,0,0,0,0,86.1923076923077,73.62608695652175,93.36808510638298,85.55,89.35,93.35714285714286,0,0,0,0,0,0,1475.5384615384614,2712.7391304347825,2166.2340425531916,2487.75,2229.1666666666665,2037.5714285714287,0,0,0,0,0,0,1.1323076923076922,-0.9586956521739131,-0.13425531914893618,-0.16,-0.30166666666666664,0.8542857142857143,0,0,0,0,0,0,0.3576923076923077,-1.4860869565217392,0.8770212765957447,-0.3825,0.36333333333333334,0.6985714285714286,0,0,0,0,0,0,4,Balanced Arsenal
608334,"Fulmer, Carson",34.92063492063492,7.936507936507936,0,14.285714285714285,0,42.857142857142854,0,0,0,0,0,0,87.41818181818182,82.6,0,88.07777777777778,0,92.35185185185185,0,0,0,0,0,0,1409.909090909091,2615.6,0,2477,0,2252.4444444444443,0,0,0,0,0,0,-1.240909090909091,0.48200000000000004,0,0.32666666666666666,0,-1.2540740740740741,0,0,0,0,0,0,0.3318181818181818,-0.518,0,0.48666666666666664,0,0.8525925925925926,0,0,0,0,0,0,1,Sinker-Slider Specialists
608344,"Irvin, Cole",13.48314606741573,24.719101123595504,33.70786516853933,1.1235955056179776,16.853932584269664,10.112359550561797,0,0,0,0,0,0,85.275,77.64090909090909,91.93333333333334,78.4,87.28666666666666,91.63333333333333,0,0,0,0,0,0,1540.8333333333333,2146,2032.8666666666666,2238,2048.733333333333,1989.5555555555557,0,0,0,0,0,0,1.3991666666666667,-1.163181818181818,1.1873333333333334,-0.44,0.098,1.3377777777777777,0,0,0,0,0,0,0.6791666666666667,-0.3477272727272727,1.3173333333333332,-0.31,0.64,0.8533333333333334,0,0,0,0,0,0,4,Balanced Arsenal
608379,"Wacha, Michael",40.65934065934066,15.384615384615385,27.472527472527474,0,8.791208791208792,7.6923076923076925,0,0,0,0,0,0,80.33783783783784,74.12857142857143,93.048,0,87.9625,92.97142857142858,0,0,0,0,0,0,1489.7567567567567,2208.785714285714,2101,0,2084.875,1969.2857142857142,0,0,0,0,0,0,-1.0802702702702702,0.9414285714285714,-0.5348,0,-0.022500000000000006,-1.0514285714285714,0,0,0,0,0,0,0.27702702702702703,-0.9257142857142857,1.3928,0,0.9425,1.13,0,0,0,0,0,0,4,Balanced Arsenal
608678,"Leone, Dominic",33.33333333333333,0,7.017543859649122,22.807017543859647,24.561403508771928,5.263157894736842,7.017543859649122,0,0,0,0,0,90.56842105263158,0,94.25,84.63076923076923,90.89285714285714,93.93333333333334,85.35,0,0,0,0,0,1668,0,2336.25,2484.6923076923076,2507.785714285714,2123,2565.25,0,0,0,0,0,-0.8031578947368421,0,-0.36,0.3823076923076923,0.3157142857142857,-1.0466666666666666,0.6475,0,0,0,0,0,0.13,0,1.2349999999999999,-0.22846153846153847,0.6014285714285714,0.48666666666666664,0.595,0,0,0,0,0,4,Balanced Arsenal
615698,"Quantrill, Cal",1.0526315789473684,3.1578947368421053,33.68421052631579,0,15.789473684210526,0,0,0,46.31578947368421,0,0,0,89.3,79.96666666666667,94.4625,0,87.20666666666666,0,0,0,86.63181818181818,0,0,0,1593,2549.6666666666665,2215.9375,0,2350.866666666667,0,0,0,1010.25,0,0,0,-0.92,0.19666666666666668,-0.92875,0,0.26133333333333336,0,0,0,-0.5840909090909091,0,0,0,0.73,-0.27999999999999997,0.8403125,0,0.252,0,0,0,0.18022727272727274,0,0,0,3,Power Fastball Pitchers
621107,"Eflin, Zach",1.1111111111111112,26.666666666666668,4.444444444444445,0,15.555555555555555,43.333333333333336,8.88888888888889,0,0,0,0,0,85.6,78.44583333333334,91.2,0,87.17142857142858,90.8025641025641,79.1125,0,0,0,0,0,1727,2459.8333333333335,2169.5,0,2198.9285714285716,2058.5641025641025,2437.125,0,0,0,0,0,-1.5,0.9691666666666666,-0.4275,0,0.13,-1.2407692307692308,1.1775,0,0,0,0,0,0.6,-0.61875,1.0275,0,0.6814285714285714,0.37256410256410255,-0.00874999999999999,0,0,0,0,0,4,Balanced Arsenal
621112,"Blackburn, Paul",17.72151898734177,17.72151898734177,30.37974683544304,0,21.518987341772153,3.79746835443038,8.860759493670885,0,0,0,0,0,85.62857142857143,79.82857142857142,92.1875,0,89.74117647058824,91.66666666666667,82.35714285714286,0,0,0,0,0,1842.142857142857,2626.714285714286,2216.1666666666665,0,2436.470588235294,2037,2660,0,0,0,0,0,-0.9485714285714286,0.7964285714285715,-0.4375,0,0.4364705882352941,-0.9866666666666667,1.2157142857142857,0,0,0,0,0,0.3892857142857143,-1.4285714285714286,1.4204166666666667,0,0.78117647058823525,0.91,-0.42857142857142855,0,0,0,0,0,4,Balanced Arsenal
621244,"Berríos, José",13.836477987421384,0,19.49685534591195,0,3.1446540880503147,31.446540880503143,0,32.075471698113205,0,0,0,0,84.53636363636363,0,92.93870967741935,0,90.38,93.05199999999999,0,82.9235294117647,0,0,0,0,1470.1363636363637,0,2160.3548387096776,0,2132.6,2046.82,0,2261.6470588235293,0,0,0,0,-1.2,0,-0.7093548387096774,0,-0.234,-1.3164,0,1.2156862745098038,0,0,0,0,0.365,0,1.2080645161290322,0,1.028,0.8732,0,-0.38745098039215686,0,0,0,0,4,Balanced Arsenal
622072,"Wood, Alex",22.5130890052356,0,0.5235602094240838,36.64921465968586,0,40.31413612565445,0,0,0,0,0,0,85.10232558139535,0,88,81.66142857142857,0,90.92337662337663,0,0,0,0,0,0,1685.7441860465117,0,1908,2055.9142857142856,0,1954.2337662337663,0,0,0,0,0,0,1.3776744186046512,0,1.34,-0.8742857142857143,0,1.4762337662337663,0,0,0,0,0,0,-0.08930232558139534,0,0.94,-0.21885714285714286,0,0.8624675324675325,0,0,0,0,0,0,4,Balanced Arsenal
622491,"Castillo, Luis",8.292682926829269,0,51.707317073170735,30.73170731707317,0,9.268292682926829,0,0,0,0,0,0,88.48823529411764,0,95.9066037735849,85.8031746031746,0,95.89473684210526,0,0,0,0,0,0,1822.6470588235295,0,2273.4056603773583,2359.5873015873017,0,2120.4210526315787,0,0,0,0,0,0,-1.4294117647058824,0,-1.0702830188679247,0.07507936507936507,0,-1.5626315789473684,0,0,0,0,0,0,-0.06705882352941177,0,1.0923584905660377,0.036984126984126994,0,0.4373684210526316,0,0,0,0,0,0,4,Balanced Arsenal
622663,"Severino, Luis",8.91089108910891,0,35.64356435643564,7.920792079207921,5.9405940594059405,27.722772277227726,13.861386138613863,0,0,0,0,0,86.53333333333333,0,96.21944444444445,87.6125,93.23333333333333,95.66071428571429,86.08571428571429,0,0,0,0,0,1494,0,2232.6666666666665,2442.875,2279.3333333333335,2080.214285714286,2501.3571428571427,0,0,0,0,0,-0.9311111111111111,0,-0.5311111111111111,0.6375,0.17333333333333334,-1.1825,1.0678571428571428,0,0,0,0,0,0.6488888888888888,0,1.3736111111111111,0.18,0.725,1.0175,0.28714285714285714,0,0,0,0,0,4,Balanced Arsenal
623167,"Flexen, Chris",13.88888888888889,15.277777777777779,26.38888888888889,0,38.88888888888889,0,5.555555555555555,0,0,0,0,0,82.25,72.83636363636364,91.26842105263158,0,86.84285714285714,0,80.325,0,0,0,0,0,1373.9,2537.181818181818,2155.3684210526317,0,2366.8571428571427,0,2510.25,0,0,0,0,0,-1.1,0.7827272727272727,-0.08473684210526315,0,0.6710714285714285,0,0.9725,0,0,0,0,0,0.859,-1.2181818181818183,1.625263157894737,0,0.5739285714285715,0,-0.10250000000000001,0,0,0,0,0,4,Balanced Arsenal
623465,"Phillips, Evan",0,0,47.05882352941176,0,5.88235294117647,3.9215686274509802,43.13725490196079,0,0,0,0,0,0,0,96.0625,0,93.76666666666667,95.6,85.56818181818181,0,0,0,0,0,0,0,2388.9583333333335,0,2611.3333333333335,2248,2628.4545454545455,0,0,0,0,0,0,0,-0.92625,0,-0.13333333333333333,-1.4100000000000001,1.2245454545454546,0,0,0,0,0,0,0,1.3229166666666667,0,0.9533333333333334,0.45,0.05454545454545454,0,0,0,0,0,3,Power Fastball Pitchers
624133,"Suárez, Ranger",15.625,20.833333333333336,29.166666666666668,0,10.416666666666668,23.958333333333336,0,0,0,0,0,0,81.32000000000001,74.225,92.51071428571429,0,87.18,91.39565217391305,0,0,0,0,0,0,1219.6666666666667,2192.4,2002.4285714285713,0,2104.2,1749.0434782608695,0,0,0,0,0,0,0.638,-1.305,0.43357142857142855,0,-0.367,1.22,0,0,0,0,0,0,0.32666666666666666,-0.9285,1.0225,0,0.45,0.2926086956521739,0,0,0,0,0,0,4,Balanced Arsenal
625643,"López, Reynaldo",4.37956204379562,10.218978102189782,50.36496350364964,35.03649635036496,0,0,0,0,0,0,0,0,87.2,77.61428571428571,95.31449275362318,84.64791666666666,0,0,0,0,0,0,0,0,1422.3333333333333,2404.785714285714,1945.2463768115942,2319.8125,0,0,0,0,0,0,0,0,-0.8166666666666667,0.5635714285714286,-0.5839130434782609,0.44208333333333333,0,0,0,0,0,0,0,0,1.0583333333333333,-0.6521428571428571,1.3878260869565218,-0.16375,0,0,0,0,0,0,0,0,4,Balanced Arsenal
640455,"Manaea, Sean",26.25,0,1.875,3.125,10.625,45,13.125,0,0,0,0,0,84.80952380952381,0,92.4,84.04,87.12941176470588,91.63194444444444,77.3,0,0,0,0,0,1478.0714285714287,0,1942.3333333333333,1941.6,1989.6470588235295,1970.736111111111,2132.3333333333335,0,0,0,0,0,1.3216666666666668,0,0.8766666666666667,-0.23399999999999999,-0.024117647058823532,1.50125,-1.0557142857142856,0,0,0,0,0,0.4135714285714286,0,1.2033333333333334,0.504,0.6276470588235294,0.9184722222222222,0.24714285714285714,0,0,0,0,0,4,Balanced Arsenal
641154,"López, Pablo",19.54022988505747,8.045977011494253,45.97701149425287,0,0,10.344827586206897,16.091954022988507,0,0,0,0,0,88.69411764705883,84.07142857142857,94.8225,0,0,94.82222222222222,85.00714285714285,0,0,0,0,0,2157.9411764705883,2685,2282.825,0,0,2149.222222222222,2462.6428571428573,0,0,0,0,0,-1.3905882352941177,0.5685714285714286,-0.44975,0,0,-1.1733333333333333,0.8892857142857142,0,0,0,0,0,0.5988235294117648,-0.5542857142857143,1.23175,0,0,0.7388888888888889,0.06928571428571428,0,0,0,0,0,4,Balanced Arsenal
641302,"Alexander, Tyler",19.444444444444446,0,16.666666666666664,0,36.11111111111111,8.333333333333332,19.444444444444446,0,0,0,0,0,81.46666666666667,0,89.5111111111111,0,83.96153846153847,89.23333333333333,76.02380952380952,0,0,0,0,0,1615.2857142857142,0,2348.5,0,2401.769230769231,2188.1111111111113,2507.1428571428573,0,0,0,0,0,1.2380952380952381,0,0.7083333333333334,0,-0.3987179487179487,1.3488888888888888,-1.4938095238095237,0,0,0,0,0,0.5623809523809524,0,1.517777777777778,0,0.4371794871794872,0.9944444444444445,-0.08952380952380953,0,0,0,0,0,4,Balanced Arsenal
641482,"Cortes, Nestor",6.451612903225806,0,51.075268817204304,0.5376344086021506,28.49462365591398,1.0752688172043012,12.365591397849462,0,0,0,0,0,83.06666666666666,0,92.04736842105264,82.9,86.61698113207547,90.6,76.44347826086957,0,0,0,0,0,1414.1666666666667,0,2306.6526315789474,2494,2413.7924528301887,2209.5,2580.3478260869565,0,0,0,0,0,1.2741666666666667,0,0.4483157894736842,-0.45,-0.3754716981132075,1.2,-1.2343478260869565,0,0,0,0,0,0.2675,0,1.617578947368421,0.22,0.6849056603773584,1.0899999999999999,0.21739130434782608,0,0,0,0,0,4,Balanced Arsenal
641540,"Dunning, Dane",10.144927536231885,0,0,21.73913043478261,27.536231884057973,28.985507246376812,0,0,0,11.594202898550725,0,0,86.21428571428571,0,0,81.62,88.75263157894737,90.82,0,0,0,75.775,0,0,1917.857142857143,0,0,2369.4666666666667,2226.4210526315787,2121.2,0,0,0,2259.875,0,0,-1.47,0,0,0.2946666666666667,0.13421052631578947,-1.075,0,0,0,0.89125,0,0,0.4014285714285714,0,0,-0.16,0.8447368421052631,0.595,0,0,0,-1.465,0,0,1,Sinker-Slider Specialists
641712,"Hudson, Dakota",5.47945205479452,10.95890410958904,50.68493150684932,32.87671232876712,0,0,0,0,0,0,0,0,83.3,79.8875,90.16486486486487,83.54166666666667,0,0,0,0,0,0,0,0,1680.25,2583.125,1968.2702702702702,2512.5833333333335,0,0,0,0,0,0,0,0,-0.8075,0.87125,-0.8105405405405406,0.11791666666666667,0,0,0,0,0,0,0,0,0.28,-0.5875,0.4845945945945946,0.03083333333333333,0,0,0,0,0,0,0,0,4,Balanced Arsenal
641729,"Jiménez, Joe",9.615384615384617,0,40.38461538461539,50,0,0,0,0,0,0,0,0,88.98,0,94.7095238095238,84.33846153846153,0,0,0,0,0,0,0,0,2134.2,0,2327,2135.1153846153848,0,0,0,0,0,0,0,0,-1.42,0,-0.7476190476190476,0.5069230769230769,0,0,0,0,0,0,0,0,0.538,0,1.4642857142857142,0.125,0,0,0,0,0,0,0,0,4,Balanced Arsenal
641755,"Kinley, Tyler",9.803921568627452,0,35.294117647058826,54.90196078431373,0,0,0,0,0,0,0,0,87.32,0,96.12222222222222,90.41785714285714,0,0,0,0,0,0,0,0,1870.6,0,2398.222222222222,2604.4285714285716,0,0,0,0,0,0,0,0,-0.788,0,-0.43666666666666665,-0.04321428571428572,0,0,0,0,0,0,0,0,0.824,0,1.1533333333333333,0.38321428571428573,0,0,0,0,0,0,0,0,4,Balanced Arsenal
641793,"Littell, Zack",0,0,29.896907216494846,45.36082474226804,0,2.0618556701030926,6.185567010309279,0,16.49484536082474,0,0,0,0,0,92.23448275862069,86.27954545454546,0,92.2,79.2,0,82.6,0,0,0,0,0,1973.1724137931035,2237.7727272727275,0,2031.5,2178,0,783.125,0,0,0,0,0,-0.3548275862068966,0.43,0,-0.95,1.175,0,-0.439375,0,0,0,0,0,1.2396551724137932,0.4965909090909091,0,0.98,-0.36666666666666664,0,-0.06062499999999999,0,0,0,3,Power Fastball Pitchers
641927,"Ober, Bailey",26.041666666666668,0,37.5,22.916666666666664,0,0,13.541666666666666,0,0,0,0,0,83.568,0,92.21388888888889,86.63181818181818,0,0,79.94615384615385,0,0,0,0,0,2100.12,0,2315.6944444444443,2142.1363636363635,0,0,2042.923076923077,0,0,0,0,0,-1.6028,0,-0.675,0.265,0,0,0.9023076923076923,0,0,0,0,0,0.5796,0,1.5527777777777778,0.5259090909090909,0,0,0.024615384615384626,0,0,0,0,0,4,Balanced Arsenal
642232,"Yarbrough, Ryan",7.4074074074074066,0,20.37037037037037,0,1.8518518518518516,38.88888888888889,31.48148148148148,0,0,0,0,0,76.925,0,86.97272727272727,0,82.6,84.97619047619048,72.15294117647059,0,0,0,0,0,1901.5,0,1918.1818181818182,0,1932,1809.2857142857142,2220,0,0,0,0,0,1.455,0,1.1236363636363638,0,0.07,1.3633333333333333,-1.2958823529411765,0,0,0,0,0,0.3875,0,0.8372727272727273,0,0.4,0.41095238095238096,0.5352941176470588,0,0,0,0,0,4,Balanced Arsenal
642547,"Peralta, Freddy",7.006369426751593,7.006369426751593,47.13375796178344,38.853503184713375,0,0,0,0,0,0,0,0,88.48181818181818,78.02727272727273,94.44324324324324,81.73114754098361,0,0,0,0,0,0,0,0,1820.2727272727273,2232,2492.324324324324,2379.5737704918033,0,0,0,0,0,0,0,0,-1.2736363636363637,0.3981818181818182,-0.48662162162162165,0.6370491803278688,0,0,0,0,0,0,0,0,0.38363636363636366,-0.42,1.4241891891891891,0.34606557377049174,0,0,0,0,0,0,0,0,4,Balanced Arsenal
647336,"Soroka, Michael",16.296296296296298,0,22.22222222222222,33.33333333333333,0,28.14814814814815,0,0,0,0,0,0,81,0,91.44,81.25333333333333,0,91.51052631578948,0,0,0,0,0,0,2119.0454545454545,0,2434.366666666667,2731.2,0,2253.9736842105262,0,0,0,0,0,0,-1.450909090909091,0,-0.542,0.4388888888888889,0,-1.3089473684210526,0,0,0,0,0,0,0.6813636363636364,0,1.4153333333333333,-0.30266666666666664,0,0.7426315789473684,0,0,0,0,0,0,4,Balanced Arsenal
650556,"Abreu, Bryan",2.4096385542168677,0,42.168674698795186,55.42168674698795,0,0,0,0,0,0,0,0,89.5,0,96.30285714285714,85.80217391304348,0,0,0,0,0,0,0,0,1672,0,2282.457142857143,2869.2608695652175,0,0,0,0,0,0,0,0,-0.885,0,-0.5265714285714286,0.5289130434782608,0,0,0,0,0,0,0,0,0.275,0,1.25,-0.5276086956521739,0,0,0,0,0,0,0,0,4,Balanced Arsenal
650633,"King, Michael",22.105263157894736,0,22.105263157894736,16.842105263157894,0,26.31578947368421,12.631578947368421,0,0,0,0,0,86.26190476190476,0,93.60952380952381,85.88125,0,92.84,83.05833333333334,0,0,0,0,0,2013.6666666666667,0,2252.3809523809523,2331.25,0,2244.88,2736.8333333333335,0,0,0,0,0,-1.4704761904761905,0,-0.5338095238095238,0.248125,0,-1.2988,1.3466666666666667,0,0,0,0,0,0.5019047619047619,0,1.2252380952380952,0.176875,0,0.55,0.30333333333333334,0,0,0,0,0,4,Balanced Arsenal
650644,"Civale, Aaron",0,20.54794520547945,12.32876712328767,0,30.136986301369863,16.43835616438356,20.54794520547945,0,0,0,0,0,0,76.52666666666667,90.66666666666667,0,86.85,91.26666666666667,79.7,0,0,0,0,0,0,3142.6666666666665,2406.222222222222,0,2691.909090909091,2283.5,3016.2,0,0,0,0,0,0,1.316,-0.11,0,0.49318181818181817,-0.8258333333333333,1.514,0,0,0,0,0,0,-1.3953333333333333,1.3922222222222222,0,0.45272727272727276,1.0383333333333333,-0.20600000000000002,0,0,0,0,0,3,Power Fastball Pitchers
650911,"Sánchez, Cristopher",20,0,0,16,0,64,0,0,0,0,0,0,83.79333333333334,0,0,83.20833333333333,0,93.68958333333333,0,0,0,0,0,0,1947.6666666666667,0,0,1954.5,0,2100.9375,0,0,0,0,0,0,1.5093333333333334,0,0,-0.1275,0,1.535,0,0,0,0,0,0,0.02733333333333333,0,0,-0.2808333333333333,0,0.5775,0,0,0,0,0,0,1,Sinker-Slider Specialists
